INFO  03:27:48 Configuration location: file:/etc/cassandra/default.conf/cassandra.yaml
INFO  03:27:48 Node configuration:[authenticator=PasswordAuthenticator; authorizer=CassandraAuthorizer; auto_snapshot=true; batch_size_fail_threshold_in_kb=50; batch_size_warn_threshold_in_kb=5; batchlog_replay_throttle_in_kb=1024; cas_contention_timeout_in_ms=1000; client_encryption_options=<REDACTED>; cluster_name=CSU BGPmon; column_index_size_in_kb=64; commit_failure_policy=stop; commitlog_segment_size_in_mb=32; commitlog_sync=periodic; commitlog_sync_period_in_ms=10000; compaction_large_partition_warning_threshold_mb=100; compaction_throughput_mb_per_sec=16; concurrent_counter_writes=32; concurrent_materialized_view_writes=32; concurrent_reads=32; concurrent_writes=32; counter_cache_save_period=7200; counter_cache_size_in_mb=null; counter_write_request_timeout_in_ms=5000; cross_node_timeout=false; data_file_directories=[/mnt/sdb/cassandra/data/]; disk_failure_policy=stop; dynamic_snitch_badness_threshold=0.1; dynamic_snitch_reset_interval_in_ms=600000; dynamic_snitch_update_interval_in_ms=100; enable_scripted_user_defined_functions=false; enable_user_defined_functions=false; endpoint_snitch=GossipingPropertyFileSnitch; gc_warn_threshold_in_ms=1000; hinted_handoff_enabled=true; hinted_handoff_throttle_in_kb=1024; hints_flush_period_in_ms=10000; incremental_backups=false; index_summary_capacity_in_mb=null; index_summary_resize_interval_in_minutes=60; inter_dc_tcp_nodelay=false; internode_compression=all; key_cache_save_period=14400; key_cache_size_in_mb=null; listen_address=129.82.138.74; max_hint_window_in_ms=10800000; max_hints_delivery_threads=2; max_hints_file_size_in_mb=128; memtable_allocation_type=heap_buffers; native_transport_port=9042; num_tokens=256; partitioner=org.apache.cassandra.dht.Murmur3Partitioner; permissions_validity_in_ms=2000; range_request_timeout_in_ms=10000; read_request_timeout_in_ms=5000; request_scheduler=org.apache.cassandra.scheduler.NoScheduler; request_timeout_in_ms=10000; role_manager=CassandraRoleManager; roles_validity_in_ms=2000; row_cache_save_period=0; row_cache_size_in_mb=0; rpc_address=129.82.138.74; rpc_keepalive=true; rpc_port=9160; rpc_server_type=sync; seed_provider=[{class_name=org.apache.cassandra.locator.SimpleSeedProvider, parameters=[{seeds=129.82.138.74,129.82.138.75}]}]; server_encryption_options=<REDACTED>; snapshot_before_compaction=false; ssl_storage_port=7001; sstable_preemptive_open_interval_in_mb=50; start_native_transport=true; start_rpc=false; storage_port=7000; thrift_framed_transport_size_in_mb=15; tombstone_failure_threshold=100000; tombstone_warn_threshold=1000; tracetype_query_ttl=86400; tracetype_repair_ttl=604800; trickle_fsync=false; trickle_fsync_interval_in_kb=10240; truncate_request_timeout_in_ms=60000; windows_timer_interval=1; write_request_timeout_in_ms=2000]
INFO  03:27:48 DiskAccessMode 'auto' determined to be mmap, indexAccessMode is mmap
INFO  03:27:48 Global memtable on-heap threshold is enabled at 1778MB
INFO  03:27:48 Global memtable off-heap threshold is enabled at 1778MB
INFO  03:27:48 Loaded cassandra-topology.properties for compatibility
INFO  03:27:48 Node configuration:[authenticator=PasswordAuthenticator; authorizer=CassandraAuthorizer; auto_snapshot=true; batch_size_fail_threshold_in_kb=50; batch_size_warn_threshold_in_kb=5; batchlog_replay_throttle_in_kb=1024; cas_contention_timeout_in_ms=1000; client_encryption_options=<REDACTED>; cluster_name=CSU BGPmon; column_index_size_in_kb=64; commit_failure_policy=stop; commitlog_segment_size_in_mb=32; commitlog_sync=periodic; commitlog_sync_period_in_ms=10000; compaction_large_partition_warning_threshold_mb=100; compaction_throughput_mb_per_sec=16; concurrent_counter_writes=32; concurrent_materialized_view_writes=32; concurrent_reads=32; concurrent_writes=32; counter_cache_save_period=7200; counter_cache_size_in_mb=null; counter_write_request_timeout_in_ms=5000; cross_node_timeout=false; data_file_directories=[/mnt/sdb/cassandra/data/]; disk_failure_policy=stop; dynamic_snitch_badness_threshold=0.1; dynamic_snitch_reset_interval_in_ms=600000; dynamic_snitch_update_interval_in_ms=100; enable_scripted_user_defined_functions=false; enable_user_defined_functions=false; endpoint_snitch=GossipingPropertyFileSnitch; gc_warn_threshold_in_ms=1000; hinted_handoff_enabled=true; hinted_handoff_throttle_in_kb=1024; hints_flush_period_in_ms=10000; incremental_backups=false; index_summary_capacity_in_mb=null; index_summary_resize_interval_in_minutes=60; inter_dc_tcp_nodelay=false; internode_compression=all; key_cache_save_period=14400; key_cache_size_in_mb=null; listen_address=129.82.138.74; max_hint_window_in_ms=10800000; max_hints_delivery_threads=2; max_hints_file_size_in_mb=128; memtable_allocation_type=heap_buffers; native_transport_port=9042; num_tokens=256; partitioner=org.apache.cassandra.dht.Murmur3Partitioner; permissions_validity_in_ms=2000; range_request_timeout_in_ms=10000; read_request_timeout_in_ms=5000; request_scheduler=org.apache.cassandra.scheduler.NoScheduler; request_timeout_in_ms=10000; role_manager=CassandraRoleManager; roles_validity_in_ms=2000; row_cache_save_period=0; row_cache_size_in_mb=0; rpc_address=129.82.138.74; rpc_keepalive=true; rpc_port=9160; rpc_server_type=sync; seed_provider=[{class_name=org.apache.cassandra.locator.SimpleSeedProvider, parameters=[{seeds=129.82.138.74,129.82.138.75}]}]; server_encryption_options=<REDACTED>; snapshot_before_compaction=false; ssl_storage_port=7001; sstable_preemptive_open_interval_in_mb=50; start_native_transport=true; start_rpc=false; storage_port=7000; thrift_framed_transport_size_in_mb=15; tombstone_failure_threshold=100000; tombstone_warn_threshold=1000; tracetype_query_ttl=86400; tracetype_repair_ttl=604800; trickle_fsync=false; trickle_fsync_interval_in_kb=10240; truncate_request_timeout_in_ms=60000; windows_timer_interval=1; write_request_timeout_in_ms=2000]
INFO  03:27:48 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  03:27:49 Using data-center name 'dc1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  03:27:49 New Cassandra host /129.82.138.76:9042 added
INFO  03:27:49 New Cassandra host /129.82.138.77:9042 added
INFO  03:27:49 New Cassandra host /129.82.138.74:9042 added
INFO  03:27:49 New Cassandra host /129.82.138.75:9042 added
Connected to cluster: CSU BGPmon
Datatacenter: dc1; Host: /129.82.138.76; Rack: rack1
Datatacenter: dc1; Host: /129.82.138.77; Rack: rack1
Datatacenter: dc1; Host: /129.82.138.74; Rack: rack1
Datatacenter: dc1; Host: /129.82.138.75; Rack: rack1
Created schema. Sleeping 4s for propagation.
Sleeping 2s...
Warming up insert with 200000 iterations...
Generating batches with [1..50] partitions and [0..50] rows (of [1..50] total rows in the partitions)
WARN  03:28:07 Timeout while setting keyspace on connection to bgpdb2.netsec.colostate.edu/129.82.138.76:9042. This should not happen but is not critical (it will be retried)
WARN  03:28:20 Timeout while setting keyspace on connection to bgpdb1.netsec.colostate.edu/129.82.138.75:9042. This should not happen but is not critical (it will be retried)
INFO  03:28:48 Updating topology for all endpoints that have changed
WARNING: uncertainty mode (err<) results in uneven workload between thread runs, so should be used for high level analysis only
Running with 4 threadCount
Running [insert] with 4 threads until stderr of mean < 0.02
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,          4818,     134,    3382,    3382,    29.7,    25.2,    80.7,    96.4,   104.2,   104.2,   52.8,  0.02702,      0,      0,       0,       0,       0,       0
total,          4924,      99,    2564,    2564,    39.5,    20.4,   202.5,   239.1,   248.1,   248.1,   53.9,  0.02658,      0,      0,       0,       0,       0,       0
total,          5044,      85,    2032,    2032,    47.6,    24.0,   217.7,   488.2,   490.3,   490.3,   55.3,  0.02604,      0,      0,       0,       0,       0,       0
total,          5184,     122,    2973,    2973,    32.1,    21.2,   102.9,   175.7,   177.3,   177.3,   56.5,  0.02576,      0,      0,       0,       0,       0,       0
total,          5241,      55,    1472,    1472,    72.0,    33.9,   363.9,   369.9,   369.9,   369.9,   57.5,  0.02571,      0,      0,       0,       0,       0,       0
total,          5349,     102,    2727,    2727,    38.7,    25.4,   132.1,   159.1,   182.5,   182.5,   58.6,  0.02524,      0,      0,       0,       0,       0,       0
total,          5445,     112,    2880,    2880,    34.6,    25.5,    87.9,   147.6,   147.6,   147.6,   59.4,  0.02477,      0,      0,       0,       0,       0,       0
total,          5568,      89,    2240,    2240,    45.0,    24.7,   107.1,   416.6,   427.4,   427.4,   60.8,  0.02432,      0,      0,       0,       0,       0,       0
total,          5673,      91,    2441,    2441,    42.2,    25.5,   154.6,   175.1,   185.2,   185.2,   61.9,  0.02405,      0,      0,       0,       0,       0,       0
total,          5721,      46,    1430,    1430,    89.3,    45.2,   501.3,   536.8,   536.8,   536.8,   63.0,  0.02369,      0,      0,       0,       0,       0,       0
total,          5862,     123,    3036,    3036,    32.9,    21.8,   129.5,   223.8,   228.9,   228.9,   64.1,  0.02329,      0,      0,       0,       0,       0,       0
total,          5968,     104,    2529,    2529,    38.2,    21.5,   193.2,   225.9,   230.4,   230.4,   65.2,  0.02299,      0,      0,       0,       0,       0,       0
total,          6074,     106,    2754,    2754,    36.4,    19.6,   147.3,   269.3,   302.1,   302.1,   66.2,  0.02293,      0,      0,       0,       0,       0,       0
total,          6201,     125,    3121,    3121,    32.5,    22.5,    85.6,   197.7,   204.6,   204.6,   67.2,  0.02304,      0,      0,       0,       0,       0,       0
total,          6295,     106,    2738,    2738,    37.9,    20.9,   191.8,   258.7,   258.7,   258.7,   68.1,  0.02268,      0,      0,       0,       0,       0,       0
total,          6395,      82,    2078,    2078,    48.4,    19.0,   236.1,   496.7,   496.7,   496.7,   69.3,  0.02235,      0,      0,       0,       0,       0,       0
total,          6516,     103,    2637,    2637,    38.3,    25.8,   143.3,   193.3,   198.0,   198.0,   70.5,  0.02205,      0,      0,       0,       0,       0,       0
total,          6601,      90,    2243,    2243,    44.6,    27.8,   180.8,   194.9,   194.9,   194.9,   71.4,  0.02201,      0,      0,       0,       0,       0,       0
total,          6693,      77,    1912,    1912,    51.3,    20.4,   204.6,   482.9,   482.9,   482.9,   72.6,  0.02168,      0,      0,       0,       0,       0,       0
total,          6836,     138,    3436,    3436,    28.5,    21.8,    68.1,   124.8,   157.3,   157.3,   73.6,  0.02184,      0,      0,       0,       0,       0,       0
total,          6936,      93,    2448,    2448,    43.4,    22.2,   196.9,   338.1,   338.1,   338.1,   74.7,  0.02164,      0,      0,       0,       0,       0,       0
total,          7012,      75,    1962,    1962,    51.8,    26.5,   445.5,   462.6,   462.6,   462.6,   75.7,  0.02151,      0,      0,       0,       0,       0,       0
total,          7121,     108,    2972,    2972,    37.4,    24.4,   163.4,   182.4,   194.5,   194.5,   76.7,  0.02120,      0,      0,       0,       0,       0,       0
total,          7243,     132,    3550,    3550,    29.8,    19.0,    90.1,   143.9,   160.7,   160.7,   77.7,  0.02111,      0,      0,       0,       0,       0,       0
total,          7317,      62,    1678,    1678,    64.0,    26.9,   466.0,   515.2,   515.2,   515.2,   78.8,  0.02086,      0,      0,       0,       0,       0,       0
total,          7443,     120,    2843,    2843,    33.1,    20.1,   150.9,   203.5,   219.5,   219.5,   79.9,  0.02058,      0,      0,       0,       0,       0,       0
total,          7564,     129,    3169,    3169,    31.2,    24.2,    81.9,    96.9,   148.8,   148.8,   80.8,  0.02033,      0,      0,       0,       0,       0,       0
total,          7611,      35,     906,     906,   111.6,    35.7,   413.6,   448.2,   448.2,   448.2,   82.2,  0.02150,      0,      0,       0,       0,       0,       0
total,          7748,     133,    3085,    3085,    29.7,    20.9,   106.7,   152.3,   153.1,   153.1,   83.2,  0.02123,      0,      0,       0,       0,       0,       0
total,          7904,     176,    4490,    4490,    23.0,    19.7,    55.2,    65.7,    77.1,    77.1,   84.1,  0.02210,      0,      0,       0,       0,       0,       0
total,          7984,      66,    1816,    1816,    59.5,    19.6,   450.3,   479.5,   479.5,   479.5,   85.3,  0.02182,      0,      0,       0,       0,       0,       0
total,          8153,     156,    4039,    4039,    25.3,    16.4,    80.0,   189.0,   194.8,   194.8,   86.4,  0.02303,      0,      0,       0,       0,       0,       0
total,          8354,     208,    5489,    5489,    19.1,    16.7,    42.1,    60.6,   118.8,   118.8,   87.3,  0.02509,      0,      0,       0,       0,       0,       0
total,          8420,      54,    1486,    1486,    73.5,    19.0,   474.8,   551.6,   551.6,   551.6,   88.5,  0.02491,      0,      0,       0,       0,       0,       0
total,          8623,     222,    5421,    5421,    17.6,    15.2,    42.7,    52.6,    70.9,    70.9,   89.5,  0.02647,      0,      0,       0,       0,       0,       0
total,          8797,     145,    3591,    3591,    27.8,    17.3,    71.5,   232.0,   242.5,   242.5,   90.7,  0.02622,      0,      0,       0,       0,       0,       0
total,          8854,      54,    1468,    1468,    73.5,    18.1,   468.9,   514.5,   514.5,   514.5,   91.7,  0.02597,      0,      0,       0,       0,       0,       0
total,          8991,     132,    3324,    3324,    30.1,    20.0,   138.4,   173.0,   176.9,   176.9,   92.7,  0.02567,      0,      0,       0,       0,       0,       0
total,          9116,     146,    3764,    3764,    26.9,    17.8,    86.9,   128.4,   138.4,   138.4,   93.6,  0.02549,      0,      0,       0,       0,       0,       0
total,          9234,      83,    2382,    2382,    47.5,    20.1,   158.2,   426.6,   428.0,   428.0,   95.0,  0.02520,      0,      0,       0,       0,       0,       0
total,          9348,     162,    3945,    3945,    24.4,    16.1,    94.0,   129.4,   138.5,   138.5,   95.7,  0.02510,      0,      0,       0,       0,       0,       0
total,          9512,     114,    2596,    2596,    34.6,    17.0,   156.1,   446.4,   453.6,   453.6,   97.2,  0.02485,      0,      0,       0,       0,       0,       0
total,          9675,     181,    4305,    4305,    22.5,    15.7,    72.4,   112.9,   136.0,   136.0,   98.1,  0.02494,      0,      0,       0,       0,       0,       0
total,          9785,      79,    1970,    1970,    50.0,    19.0,   204.8,   393.8,   403.9,   403.9,   99.5,  0.02471,      0,      0,       0,       0,       0,       0
total,          9956,     172,    4770,    4770,    21.6,    17.4,    48.0,   129.9,   139.2,   139.2,  100.4,  0.02511,      0,      0,       0,       0,       0,       0
total,         10048,      78,    1978,    1978,    53.0,    17.0,   288.5,   486.1,   486.1,   486.1,  101.6,  0.02485,      0,      0,       0,       0,       0,       0
total,         10210,     156,    3795,    3795,    25.8,    15.2,    73.9,   198.0,   198.6,   198.6,  102.7,  0.02506,      0,      0,       0,       0,       0,       0
total,         10297,      85,    1973,    1973,    46.2,    16.6,   193.6,   417.0,   417.0,   417.0,  103.7,  0.02485,      0,      0,       0,       0,       0,       0
total,         10448,     150,    3851,    3851,    26.2,    16.2,    71.0,   172.2,   217.7,   217.7,  104.7,  0.02504,      0,      0,       0,       0,       0,       0
total,         10567,     124,    3253,    3253,    29.1,    17.7,   119.9,   193.9,   203.5,   203.5,  105.6,  0.02477,      0,      0,       0,       0,       0,       0
total,         10664,      67,    1750,    1750,    54.4,    19.6,   279.2,   566.3,   566.3,   566.3,  107.1,  0.02464,      0,      0,       0,       0,       0,       0
total,         10844,     171,    3770,    3770,    27.8,    16.8,    91.4,   311.0,   351.1,   351.1,  108.1,  0.02445,      0,      0,       0,       0,       0,       0
total,         10934,      88,    2331,    2331,    44.9,    20.7,   136.2,   444.9,   444.9,   444.9,  109.2,  0.02424,      0,      0,       0,       0,       0,       0
total,         11066,     130,    3309,    3309,    30.2,    21.4,    91.4,   148.6,   165.3,   165.3,  110.2,  0.02409,      0,      0,       0,       0,       0,       0
total,         11174,     137,    3770,    3770,    29.4,    19.4,    94.5,   162.0,   169.2,   169.2,  111.0,  0.02390,      0,      0,       0,       0,       0,       0
total,         11350,     124,    2972,    2972,    32.3,    16.1,   131.8,   448.1,   452.1,   452.1,  112.4,  0.02384,      0,      0,       0,       0,       0,       0
total,         11497,     148,    3661,    3661,    26.5,    16.5,    88.2,   171.6,   184.2,   184.2,  113.4,  0.02364,      0,      0,       0,       0,       0,       0
total,         11656,     114,    2946,    2946,    35.0,    19.4,   102.9,   399.1,   442.2,   442.2,  114.8,  0.02342,      0,      0,       0,       0,       0,       0
total,         11808,     150,    3948,    3948,    26.2,    17.8,    65.3,   178.4,   202.9,   202.9,  115.8,  0.02347,      0,      0,       0,       0,       0,       0
total,         11940,      93,    2169,    2169,    42.5,    16.9,   223.1,   423.5,   435.7,   435.7,  117.2,  0.02333,      0,      0,       0,       0,       0,       0
total,         12080,     143,    3699,    3699,    27.9,    20.6,    73.7,   177.0,   219.5,   219.5,  118.2,  0.02323,      0,      0,       0,       0,       0,       0
total,         12215,      98,    2522,    2522,    40.7,    17.7,   129.2,   429.1,   442.9,   442.9,  119.6,  0.02302,      0,      0,       0,       0,       0,       0
total,         12365,     134,    3381,    3381,    29.7,    18.9,   117.1,   132.5,   135.3,   135.3,  120.7,  0.02281,      0,      0,       0,       0,       0,       0
total,         12462,      82,    2135,    2135,    48.2,    17.4,   181.9,   425.7,   425.7,   425.7,  121.9,  0.02260,      0,      0,       0,       0,       0,       0
total,         12581,     116,    2855,    2855,    34.3,    18.4,   145.3,   234.2,   241.0,   241.0,  122.9,  0.02241,      0,      0,       0,       0,       0,       0
total,         12677,     156,    3933,    3933,    25.1,    16.4,    63.1,   138.9,   138.9,   138.9,  123.5,  0.02256,      0,      0,       0,       0,       0,       0
total,         12821,      90,    2288,    2288,    44.3,    20.3,   115.2,   616.2,   617.1,   617.1,  125.1,  0.02237,      0,      0,       0,       0,       0,       0
total,         12934,     116,    3150,    3150,    33.7,    21.3,   119.7,   169.7,   187.7,   187.7,  126.1,  0.02217,      0,      0,       0,       0,       0,       0
total,         13049,      84,    2221,    2221,    47.6,    24.6,   170.0,   422.8,   441.2,   441.2,  127.4,  0.02198,      0,      0,       0,       0,       0,       0
total,         13204,     140,    3342,    3342,    28.4,    19.3,   100.8,   143.7,   143.9,   143.9,  128.5,  0.02179,      0,      0,       0,       0,       0,       0
total,         13296,      87,    2306,    2306,    44.8,    20.6,   164.5,   491.5,   491.5,   491.5,  129.6,  0.02160,      0,      0,       0,       0,       0,       0
total,         13421,     112,    2919,    2919,    35.9,    21.6,   116.8,   147.3,   156.8,   156.8,  130.7,  0.02144,      0,      0,       0,       0,       0,       0
total,         13542,     114,    2698,    2698,    34.6,    19.8,   106.9,   214.0,   239.3,   239.3,  131.8,  0.02127,      0,      0,       0,       0,       0,       0
total,         13657,     121,    3140,    3140,    32.5,    23.5,    98.5,   151.2,   160.1,   160.1,  132.7,  0.02109,      0,      0,       0,       0,       0,       0
total,         13776,      93,    2180,    2180,    43.1,    22.0,   131.1,   293.1,   320.6,   320.6,  134.0,  0.02098,      0,      0,       0,       0,       0,       0
total,         13890,     105,    2658,    2658,    37.9,    20.8,   123.4,   307.3,   329.9,   329.9,  135.1,  0.02081,      0,      0,       0,       0,       0,       0
total,         14042,     137,    3517,    3517,    29.4,    17.7,   119.7,   144.4,   169.6,   169.6,  136.2,  0.02065,      0,      0,       0,       0,       0,       0
total,         14159,     136,    3336,    3336,    28.5,    17.2,   118.1,   135.2,   157.8,   157.8,  137.1,  0.02048,      0,      0,       0,       0,       0,       0
total,         14302,     107,    2871,    2871,    37.9,    17.7,   149.4,   360.9,   395.0,   395.0,  138.4,  0.02034,      0,      0,       0,       0,       0,       0
total,         14436,     131,    3211,    3211,    30.1,    19.8,   114.5,   157.0,   169.6,   169.6,  139.4,  0.02018,      0,      0,       0,       0,       0,       0
total,         14533,      94,    2452,    2452,    42.4,    19.7,   180.0,   383.8,   383.8,   383.8,  140.5,  0.02003,      0,      0,       0,       0,       0,       0
total,         14654,     116,    3040,    3040,    34.3,    21.5,   109.4,   129.0,   155.6,   155.6,  141.5,  0.01988,      0,      0,       0,       0,       0,       0
total,         14669,      34,     837,     837,   118.7,    24.4,   421.6,   421.6,   421.6,   421.6,  141.9,  0.02013,      0,      0,       0,       0,       0,       0


Results:
op rate                   : 103 [insert:103]
partition rate            : 2638 [insert:2638]
row rate                  : 2638 [insert:2638]
latency mean              : 38.4 [insert:38.4]
latency median            : 21.2 [insert:21.2]
latency 95th percentile   : 132.6 [insert:132.6]
latency 99th percentile   : 366.6 [insert:366.6]
latency 99.9th percentile : 557.6 [insert:557.6]
latency max               : 816.1 [insert:816.1]
Total partitions          : 374424 [insert:374424]
Total errors              : 0 [insert:0]
total gc count            : 0
total gc mb               : 0
total gc time (s)         : 0
avg gc time(ms)           : NaN
stdev gc time(ms)         : 0
Total operation time      : 00:02:21
Sleeping for 15s
Running with 8 threadCount
Running [insert] with 8 threads until stderr of mean < 0.02
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,           112,     112,    2856,    2856,    65.6,    36.8,   189.7,   304.4,   319.8,   319.8,    1.0,  0.00000,      0,      0,       0,       0,       0,       0
total,           221,      96,    2238,    2238,    83.9,    36.3,   280.2,   292.8,   307.1,   307.1,    2.1,  0.04630,      0,      0,       0,       0,       0,       0
total,           321,      87,    1953,    1953,    93.7,    72.9,   275.6,   331.7,   331.7,   331.7,    3.3,  0.06515,      0,      0,       0,       0,       0,       0
total,           408,     117,    2933,    2933,    66.3,    36.7,   172.9,   243.0,   243.0,   243.0,    4.0,  0.06313,      0,      0,       0,       0,       0,       0
total,           495,      63,    1610,    1610,   126.8,    89.0,   445.6,   480.3,   480.3,   480.3,    5.4,  0.06679,      0,      0,       0,       0,       0,       0
total,           569,      82,    2121,    2121,    95.5,    36.4,   264.3,   315.8,   315.8,   315.8,    6.3,  0.06564,      0,      0,       0,       0,       0,       0
total,           648,      55,    1505,    1505,   150.1,   113.0,   485.8,   587.6,   587.6,   587.6,    7.8,  0.06386,      0,      0,       0,       0,       0,       0
total,           729,      81,    2085,    2085,    88.6,    96.8,   201.6,   318.1,   318.1,   318.1,    8.8,  0.06028,      0,      0,       0,       0,       0,       0
total,           809,      58,    1618,    1618,   148.0,    83.2,   461.9,   519.2,   519.2,   519.2,   10.1,  0.06037,      0,      0,       0,       0,       0,       0
total,           862,      78,    1899,    1899,    82.5,    25.3,   227.6,   261.2,   261.2,   261.2,   10.8,  0.05877,      0,      0,       0,       0,       0,       0
total,           946,      52,    1398,    1398,   163.5,   107.2,   770.8,   838.1,   838.1,   838.1,   12.4,  0.05441,      0,      0,       0,       0,       0,       0
total,          1009,      74,    1994,    1994,   108.6,   108.5,   246.7,   399.5,   399.5,   399.5,   13.3,  0.05166,      0,      0,       0,       0,       0,       0
total,          1116,      79,    1838,    1838,    99.8,    54.8,   411.1,   446.3,   485.6,   485.6,   14.6,  0.04784,      0,      0,       0,       0,       0,       0
total,          1204,      88,    2113,    2113,    93.3,    77.4,   262.6,   512.0,   512.0,   512.0,   15.6,  0.04474,      0,      0,       0,       0,       0,       0
total,          1299,      74,    1866,    1866,   102.3,    77.6,   274.9,   299.8,   299.8,   299.8,   16.9,  0.04419,      0,      0,       0,       0,       0,       0
total,          1365,      54,    1371,    1371,   125.2,    95.7,   343.4,   450.5,   450.5,   450.5,   18.1,  0.04925,      0,      0,       0,       0,       0,       0
total,          1458,      83,    2115,    2115,   108.2,    72.9,   388.4,   441.5,   441.5,   441.5,   19.3,  0.04660,      0,      0,       0,       0,       0,       0
total,          1531,      64,    1538,    1538,   128.6,    92.8,   433.6,   541.4,   541.4,   541.4,   20.4,  0.04788,      0,      0,       0,       0,       0,       0
total,          1612,      73,    2055,    2055,    94.6,    49.5,   247.9,   560.3,   560.3,   560.3,   21.5,  0.04561,      0,      0,       0,       0,       0,       0
total,          1700,      73,    1690,    1690,   127.1,    60.7,   419.3,   516.2,   516.2,   516.2,   22.7,  0.04521,      0,      0,       0,       0,       0,       0
total,          1782,      68,    1850,    1850,   122.4,   121.7,   260.6,   413.4,   413.4,   413.4,   23.9,  0.04385,      0,      0,       0,       0,       0,       0
total,          1874,      66,    1637,    1637,   115.0,   110.9,   325.0,   400.5,   400.5,   400.5,   25.3,  0.04208,      0,      0,       0,       0,       0,       0
total,          1945,      69,    1875,    1875,   108.8,    55.2,   356.4,   385.3,   385.3,   385.3,   26.3,  0.04080,      0,      0,       0,       0,       0,       0
total,          2031,      73,    1875,    1875,   121.2,    77.2,   290.1,   458.4,   458.4,   458.4,   27.5,  0.03958,      0,      0,       0,       0,       0,       0
total,          2110,      70,    1848,    1848,   112.9,    84.9,   409.9,   469.6,   469.6,   469.6,   28.7,  0.03797,      0,      0,       0,       0,       0,       0
total,          2210,      86,    2133,    2133,    93.1,    88.7,   244.4,   337.0,   337.0,   337.0,   29.8,  0.03650,      0,      0,       0,       0,       0,       0
total,          2286,      62,    1465,    1465,   125.2,    60.6,   370.5,   377.8,   377.8,   377.8,   31.1,  0.03562,      0,      0,       0,       0,       0,       0
total,          2367,      72,    1999,    1999,   111.4,    62.4,   280.4,   355.7,   355.7,   355.7,   32.2,  0.03446,      0,      0,       0,       0,       0,       0
total,          2450,      56,    1575,    1575,   144.1,   112.0,   464.6,   519.0,   519.0,   519.0,   33.6,  0.03331,      0,      0,       0,       0,       0,       0
total,          2527,      64,    1556,    1556,   128.3,    89.3,   371.6,   411.7,   411.7,   411.7,   34.9,  0.03359,      0,      0,       0,       0,       0,       0
total,          2610,      69,    1874,    1874,   108.0,   119.1,   276.8,   287.1,   287.1,   287.1,   36.1,  0.03277,      0,      0,       0,       0,       0,       0
total,          2692,      74,    1937,    1937,   110.7,    87.0,   396.0,   443.1,   443.1,   443.1,   37.2,  0.03216,      0,      0,       0,       0,       0,       0
total,          2790,      85,    2065,    2065,    95.7,    83.4,   210.1,   242.5,   242.5,   242.5,   38.3,  0.03119,      0,      0,       0,       0,       0,       0
total,          2843,      49,    1147,    1147,   136.3,    53.3,   542.9,   560.6,   560.6,   560.6,   39.4,  0.03342,      0,      0,       0,       0,       0,       0
total,          2943,      86,    2260,    2260,   104.4,    79.6,   196.9,   666.4,   666.4,   666.4,   40.5,  0.03249,      0,      0,       0,       0,       0,       0
total,          3025,      69,    1890,    1890,   119.2,   113.0,   267.4,   335.3,   335.3,   335.3,   41.7,  0.03175,      0,      0,       0,       0,       0,       0
total,          3112,      69,    1872,    1872,   103.4,    76.6,   264.8,   340.1,   340.1,   340.1,   43.0,  0.03107,      0,      0,       0,       0,       0,       0
total,          3187,      76,    1692,    1692,   117.3,    79.4,   436.9,   558.2,   558.2,   558.2,   44.0,  0.03049,      0,      0,       0,       0,       0,       0
total,          3297,     100,    2285,    2285,    79.9,    39.4,   278.2,   406.6,   415.8,   415.8,   45.1,  0.02974,      0,      0,       0,       0,       0,       0
total,          3378,      88,    2015,    2015,    92.1,    68.4,   186.0,   377.7,   377.7,   377.7,   46.0,  0.02903,      0,      0,       0,       0,       0,       0
total,          3486,      78,    2058,    2058,   101.8,    86.5,   372.7,   408.6,   422.9,   422.9,   47.4,  0.02899,      0,      0,       0,       0,       0,       0
total,          3587,      89,    2565,    2565,    81.7,    61.6,   207.5,   241.5,   256.4,   256.4,   48.5,  0.02866,      0,      0,       0,       0,       0,       0
total,          3654,      63,    1749,    1749,   107.3,    68.7,   359.1,   390.6,   390.6,   390.6,   49.6,  0.02836,      0,      0,       0,       0,       0,       0
total,          3754,      83,    2186,    2186,   118.5,    74.1,   497.7,   631.3,   631.3,   631.3,   50.8,  0.02770,      0,      0,       0,       0,       0,       0
total,          3872,     111,    2621,    2621,    71.2,    50.0,   190.2,   216.7,   226.3,   226.3,   51.9,  0.02750,      0,      0,       0,       0,       0,       0
total,          3935,      80,    1844,    1844,    99.8,   101.1,   237.6,   302.4,   302.4,   302.4,   52.6,  0.02710,      0,      0,       0,       0,       0,       0
total,          4039,      69,    1947,    1947,   112.3,    72.3,   516.8,   549.9,   555.6,   555.6,   54.1,  0.02703,      0,      0,       0,       0,       0,       0
total,          4146,      83,    2349,    2349,    95.2,    71.1,   245.5,   315.9,   323.9,   323.9,   55.4,  0.02651,      0,      0,       0,       0,       0,       0
